product_id,color_name,color_hex,image_path
5200,블랙,#1a1a1a,
5200,화이트,#ffffff,
5100,블랙,#1a1a1a,
5100,화이트,#ffffff,
42000,레드,#e6193c,
42000,세이프티 그린,#adff2f,
42000,라이트 블루,#a2dbe7,
42000,로얄 블루,#054cb9,
42000,네이비,#0f1d35,
42000,화이트,#ffffff,
42000,차콜,#494b52,
42000,블랙,#1a1a1a,
8000,화이트,#ffffff,
8000,애쉬 그레이,#e1e4e6,
8000,블랙,#1a1a1a,
67000,화이트,#ffffff,
67000,핑크,#f472b6,
67000,네이비,#1e3a8a,
sf000,화이트,#ffffff,
sf000,블랙,#1a1a1a,
sf500,화이트,#ffffff,
sf500,블랙,#1a1a1a,
sf500,켈리 그린,#22c55e,
sf600,블랙,#1a1a1a,
12000,포레스트 그린,#064e3b,
12000,로얄 블루,#054cb9,
12000,화이트,#ffffff,
12000,애쉬 그레이,#e1e4e6,
12000,차콜,#494b52,
12000,스포츠 그레이,#c6c8c9,
12000,네이비,#0f1d35,
12000,블랙,#1a1a1a,
12500,레드,#e6193c,
12500,코랄 실크,#ff7f50,
12500,포레스트 그린,#064e3b,
12500,네이비,#0f1d35,
12500,로얄 블루,#054cb9,
12500,애쉬 그레이,#e1e4e6,
12500,화이트,#ffffff,
12500,스포츠 그레이,#c6c8c9,
12500,차콜,#494b52,
12500,블랙,#1a1a1a,
12500,세이프티 그린,#adff2f,
18500,라이트 핑크,#ffccd5,
18500,골드,#ffcc00,
18500,샌드,#e2dbcd,
18500,스포츠 그레이,#c6c8c9,
18500,블랙,#1a1a1a,
18500b,포레스트 그린,#064e3b,
18500b,로얄 블루,#054cb9,
18500b,네이비,#0f1d35,
18500b,스포츠 그레이,#c6c8c9,
18500b,블랙,#1a1a1a,
18500b,화이트,#ffffff,
18000b,포레스트 그린,#064e3b,
18000b,로얄 블루,#054cb9,
18000b,네이비,#0f1d35,
18000b,스포츠 그레이,#c6c8c9,
18000b,블랙,#1a1a1a,
18000b,화이트,#ffffff,
18000b,애슬레틱 헤더,#c6c8c9,
1567,크림슨,#991b1b,
1567,슬레이트,#5b6d7a,
1567,데님 블루,#475569,
1567,라이트 핑크,#ffccd5,
1567,화이트,#ffffff,
1567,라벤더,#c084fc,
1567,오키드,#a78bfa,
1566,크림슨,#991b1b,
1566,라벤더,#c084fc,
1566,데님 블루,#475569,
1566,오키드,#a78bfa,
1566,화이트,#ffffff,
1717,마룬,#7f1d1d,
1717,레드,#e6193c,
1717,코랄,#f87171,
1717,오렌지,#ff5f00,
1717,옐로우,#facc15,
1717,슬레이트,#5b6d7a,
1717,터코이즈,#06b6d4,
1717,데님 블루,#475569,
1717,로얄 블루,#1d4ed8,
1717,웜 그레이,#adabb0,
1717,라벤더,#c084fc,
1717,화이트,#ffffff,
1717,오키드,#a78bfa,
1717,블랙,#1a1a1a,
6014,데님 블루,#475569,
6014,화이트,#ffffff,
6014,오키드,#a78bfa,
6014,블랙,#1a1a1a,
1301,로얄 블루,#054cb9,
1301,레드,#e6193c,
1301,골드,#ffcc00,
1301,핑크,#f472b6,
1301,옐로우,#facc15,
1301,켈리 그린,#22c55e,
1301,애슬레틱 헤더,#c6c8c9,
1301,애쉬 그레이,#e1e4e6,
1301,차콜,#494b52,
1301,화이트,#ffffff,
1301,네이비,#0f1d35,
1301,블랙,#1a1a1a,
2001w,로얄 블루,#054cb9,
2001w,레드,#be123c,
2001w,트러플,#3f2e2e,
2001w,라이트 핑크,#ffccd5,
2001w,오렌지,#ff5f00,
2001w,골드,#ffcc00,
2001w,라이트 블루,#93c5fd,
2001w,포레스트 그린,#064e3b,
2001w,쿨그레이 8,#b8b6b9,
2001w,화이트,#ffffff,
2001w,헤더 그레이,#9ca3af,
2001w,미드나잇 네이비,#1e293b,
1304,로얄 블루,#054cb9,
1304,레드,#e6193c,
1304,골드,#ffcc00,
1304,핑크,#f472b6,
1304,옐로우,#facc15,
1304,켈리 그린,#22c55e,
1304,애슬레틱 헤더,#c6c8c9,
1304,애쉬 그레이,#e1e4e6,
1304,차콜,#494b52,
1304,화이트,#ffffff,
1304,네이비,#0f1d35,
1304,블랙,#1a1a1a,
1301gd,테라코타,#c26a5a,
1301gd,블랙 오키드,#2e2a38,
207gd,앤틱 골드,#d4af37,
207gd,블랙 오키드,#2e2a38,
9001,화이트,#ffffff,
9001,헤더 그레이,#9ca3af,
9001,블랙,#1a1a1a,
h000,화이트,#ffffff,
h000,블랙,#1a1a1a,
